system_id,benchmark,scenario,perf_metric,perf_value
A10x1_TRT,resnet50,Offline,result_samples_per_second,13478.3
A10x1_TRT,resnet50,SingleStream,result_90.00_percentile_latency_ns,427415.0
A10x2_TRT,resnet50,Offline,result_samples_per_second,27489.7
A10x2_TRT,resnet50,Server,result_scheduled_samples_per_sec,21991.3
DGX-A100_A100-SXM4-40GBx1_TRT,resnet50,Offline,result_samples_per_second,38087.4
DGX-A100_A100-SXM4-40GBx1_TRT,resnet50,SingleStream,result_90.00_percentile_latency_ns,486693.0
DGX-A100_A100-SXM4-40GBx8_TRT,resnet50,Offline,result_samples_per_second,301107.0
DGX-A100_A100-SXM4-40GBx8_TRT,resnet50,Server,result_scheduled_samples_per_sec,244992.0
